label,text
Negative,Beliau berkata keputusan untuk membubarkan Parlimen esok tidak terlambat seperti didakwa oleh pembangkang kerana pilihan raya umum diadakan dua bulan lebih awal daripada yang diperlukan.
Positive,"Kita sediakan RM6.8 bilion untuk agihan BR1M tahun ini dan (daripada jumlah itu) di Sabah, RM561 juta untuk Sabah"
Neutral,"Bukan saya cakap, tetapi beliau yang cakap dan hari ini ertinya beliau bekerjasama untuk memberi ruang pada DAP memerintah negara"
Positive,kerajaan bertanggungjawab dan sentiasa mempertahankan dan menggembangkan Islam serta menjaga kebajikan rakyat secara keseluruhan tanpa mengira latar belakang agama dan bangsa.
Positive,Bandar Belia akan diwujudkan di tiga buah negeri
Positive,"Kita berjuang tak kira kaum, agama, latar belakang, tak kira prejudis atau pertimbangan peribadi mana-mana pihak"
Positive,Tiada apa yang boleh menidakkan kita kalau kita bersatu.
Positive,"Antaranya bagi membaik pulih lif, pendawaian semula elektrik, mengecat semula bangunan, ganti bumbung, pasang pagar, ganti tangki air dan selenggara paip sanitari,"
Positive,"Kita bersedia, sememangnya PH mahu menumpukan setiap kerusi MCA, tapi kita bersedia"
Negative,"Namun jika didapati keluarga atau waris tidak dapat membantu, maka tindakan intervensi itu adalah penting bagi kita"
Negative,"Sekiranya peruntukan disalurkan terus menerusi kad debit, wang tu habis begitu sahaja"
Negative,"Beliau berkata media sosial sukar untuk dikawal selia, tetapi mudah dimanipulasi, justeru pengamal media harus mempunyai etika dalam menyampai dan menyalurkan maklumat."
Positive,"Bukan sahaja perumahan, malah pemimpin tempatan juga banyak membantu saya dalam hal berkaitan pendidikan serta kebajikan anak-anak"
Positive,"Jadi, kita sediakan peraturan baharu untuk mereka bersara dan hidup dengan selesa."
Positive,Kami akan terus mencari keadilan
Negative,"Sekarang pula, Malaysia tidak tahu menahu pula. "
Positive,"Menerusi Jentera BN dan Pusat Daerah Mengundi (PDM) cawangan diwujudkan, pelbagai gerak kerja dirancang dan dilaksanakan."
Positive,Beban bayaran hutang tidak memakan peratusan yang tinggi dalam belanjawan negara
Positive,Sekarang kalau BN mendahului pun dengan peratus yang kecil.
Positive,Kita mempunyai MoU (Memorandum Persefahaman) dengan Arab Saudi dalam bidang keselamatan dan kita akan terus berkongsi pengalaman dan kepakaran Malaysia dalam deradikalisasi untuk pengganas khususnya daesh
Positive,Penawaran kerja ini bertujuan membantu ibu tunggal mengatasi masalah kewangan mereka selain membangunkan mereka sebagai individu berjaya kerana mereka turut memainkan peranan sebagai bapa
Negative,"Lebih merumitkan dinamik ini, PAS membawa agenda Islamnya sendiri...yang disokong dalam diam oleh Umno"
Positive,"Jika ada akta, kita dapat memberi garis panduan dalam mengelakkan masalah itu daripada berlaku termasuk definisi dan prosedur untuk memproses aduan berkaitan gejala itu"
Positive,"Kita bukan 'touch n go', kita 'go n touch' ia bukan benda yang baru malahan dilakukan sejak dahulu lagi"
Neutral,"Dua tiga hari lalu, saya jumpa seorang kawan yang tukar ringgit kepada riyal, kerana mahu  mengerjakan umrah."
Positive,Kita pun tidak mahu beliau diheret dalam kancah politik.
Positive,Jangan membiarkan rancangan bina sekolah ini dijadikan sebagai isu politik
Negative, Apa yang membimbangkan sekarang adalah elemen keselamatan yang boleh menjadi ancaman pada masa depan
Positive,"Jika tiada pengesahan, guru itu perlu dibawa menjalani rawatan untuk mengesahkan sama ada guru itu mengalami masalah mental atau tidak"
Positive,Saya harap ahli Pas  yang berpendirian sebegitu akan memberi undi kepada Pakatan Harapan (Harapan) pada PRU14 ini
Negative,"Saya sudah lama berdepan cemuhan dan tohmahan daripada pimpinan Pas, dahla saya keluar Pas seorang diri tidak seperti rakan-rakan lain keluar berjemaah sertai Amanah dulu."
Positive,Ini perlu diubah di mana pusat jagaan ini perlu diintegrasi bersama pusat jagaan kanak-kanak dan pusat aktiviti komuniti supaya adanya komunikasi dengan pelbagai lapisan
Positive,"(Laporan) itu boleh diterjemahkan menjadi dasar kerajaan selama 30 tahun lagi, jadi saya menggalakkan semua pihak mengkaji laporan itu"
Positive,Semua pihak diseru supaya meneliti terlebih dahulu sejarah pengurusan hal ehwal Islam di negara ini selain melihat sumbangan Jakim kepada seluruh masyarakat Islam
Positive,"Hospital Medan Malaysia di Cox’s Bazar, Bangladesh bagi misi bantuan kemanusiaan Rohingya yang memulakan operasi pada 1 Disember lalu akan diteruskan sehingga akhir tahun ini"
Neutral,Saya sering ditanya dengan persepsi sebegini dan ramai dimomokkan. 
Positive,Wakil-wakil rakyat Pakatan Harapan telah pun bertemu dengan kempen SKL untuk menyatakan sokongan mereka.
Negative,"Jururunding sudah lakukan kajian berhubung bentuk pembangunan di situ, namun bila timbul isu pemerdagangan manusia, ia membantutkan cadangan itu."
Neutral,Itu komen saya
Positive,"Apa pun kita serah kepada Perdana Menteri untuk buat keputusan, kita MCA dalaman memang sudah berbincang"
Positive,Usahanya itu membuatkan Johari diterima baik masyarakat setempat.
Positive,"Tak kira siapa pun yang sertai Pas, golongan profesional atau tidak mesti akur kepada pimpinan, yang sertai Pas mesti yang betul-betul istiqamah dan akur kepada pimpinan ulama."
Neutral,Saya harap secepat mungkin (lantik pengerusi).
Positive,"Jangan stres, kalau kita buat cara betul, kalau kita tinggalkan benda tak baik, kita boleh stres"
Positive,Dan untuk kita ke arah menjadi sebuah negara yang berpendapatan tinggi kita tidak hanya boleh menggalakkan pekerja Malaysia menjadi pekerja yang makan gaji
Negative,kekal sama dari segi matlamat dan agenda setiap parti pembangkang yang berusaha untuk menjatuhkan kerajaan.
Positive,Kepimpinannya adalah demokratik dan Islamik
Positive,"Selain dapat merawat penagih, kita juga boleh eksport ubat sirap (cairan) ketum dan menjana ekonomi negara kita"
Neutral,"Ketika itu, dia masih belum bekerja, masih belajar. "
Negative,Saluran apakah yang saya ada untuk mencari keadilan jika mahkamah tidak mahu mendengar tuntutan itu?
Positive,Tolong jangan libatkan saya dengan politik
Positive,"Sebab itulah kami fokus kepada pembangunan rumah mampu milik dan rumah rakyat untuk Pulau Pinang, tanpa mengira daerah"
Negative,Gaya politik seperti ini diamalkan kerajaan negeri Selangor di mana mereka akan simpan semua peruntukan yang disalurkan oleh Kerajaan Persekutuan sebagai khazanah.
Neutral,Berapakah anggaran tambang yang akan ditetapkan untuk Semenanjung ke Sabah dan Sarawak dalam PRU14 akan datang.
Positive,"Gabungan harga minyak yang kukuh, dolar US yang secara menyeluruh lemah selain sentimen risiko yang positif susulan laporan Tabung Kewangan Antarabangsa (IMF) menunjukkan pertumbuhan global yang menyeluruh sejak 2010."
Neutral,"Setakat hari ini, hanya empat nama yang diangkat sebagai calon Menteri Besar Kelantan sekiranya PH berjaya merampas daripada PAS."
Neutral,Sebarang statistik untuk menunjukkan aset Bumiputera di Pulau Pinang oleh Perda?
Negative,terus persenda kalimah syahadah
Positive,"Bagaimanapun, kita akan bantu membangunkan penyelidikan dan pembangunan inkubasi keselamatan siber supaya kekal kompetitif, sekali gus mewujudkan lagi lebih banyak peluang pekerjaan"
Neutral,Oleh itu para pegawai di agensi dan jabatan di bawah KKLW merupakan barisan hadapan kepada kerajaan
Positive,"Kita harus terbuka untuk membuat kajian menyeluruh dan memikirkan faktor-faktor kemenangan, bukannya pada tahap ini kita begitu sentimental dengan parti masing-masing"
Positive,Kesemua calon DAP terdiri daripada tiga generasi yang membolehkan kita menarik perhatian pengundi dengan lebih dekat supaya memilih kita
Negative,Tidak ada maknanya kita bertindak selepas sesuatu kejadian berlaku. 
Positive,Bila jadi menteri kabinet tak kisah apa-apa kementerian atau Jabatan Perdana Menteri yang penting kita jalan dan laksanakan kerja yang sama dengan menteri-menteri lain
Positive,"Ini tak benar kerana GST telah kita laksanakan sejak dua tahun lalu, sepatutnya tidak ada kesan sama sekali (pada harga barangan)"
Positive,"Tahun ini, kami telah memperluaskan mesej perayaan kami untuk mencapai penonton global sejajar dengan usaha penjenamaan global syarikat"
Positive,ramai yang berpandangan bahawa kredibiliti sistem pilihan raya perlu ditingkatkan
Neutral,Penarafan ini membuat penilaian tentang kualiti perkhidmatan bandar yang disampaikan pihak berkuasa tempatan setiap dua tahun dan mereka perlu mencapai sekurang-kurangnya penarafan  empat bintang
Positive,"Sebagai langkah proaktif, ada pihak yang mengambil langkah menganjurkan gerakan besar-besaran mewujudkan pemantau sukarela"
Negative,Penggiat seni seperti kami susah nak cari makan dan hidup di Malaysia
Negative,"Malah, ada peniaga yang lebih berani melabel kandungan atau peratus nikotin dalam cecair vape tertentu, kemudian dilekatkan pada botol cecair berkenaan"
Neutral,Itu soal teknikal
Negative,"Berdasarkan sumber-sumber yang didapati daripada pembacaan dan pemerhatian, saya rasakan adalah tidak adil kepada rakyat yang mengundi apabila mereka dibiarkan tertanya-tanya akan permainan politik pihak pembangkang"
Negative,Saya sangat hairan kenapa wang RM8 bilion yang disalahgunakan oleh ahli dari Semporna sewaktu menjadi KKLW
Neutral,Sesiapa sahaja boleh bertanding
Negative,Dulu beliau menganggap DAP adalah musuh Melayu.
Negative,"Malah, caj ini tidak termasuk dalam resit pembeli dan ia menimbulkan tanda tanya ke mana perginya duit itu"
Positive,Prestasinya cemerlang di Johor
Neutral,Nak maklum apa kepada istana?
Positive,Pekerja tidak formal seperti penjaja jalanan perlu diberi nasihat sewajarnya serta ruang di tempat awam kerana mereka juga mampu menyumbang kepada ekonomi negara
Positive,Justeru iM Sarawak berusaha menangani masalah ini dengan memasang sistem paip graviti yang menggunakan paip jenis HDVE
Positive,Pihak universiti digalakkan untuk menggunakan gamifikasi (gamification) dan kecerdasan buatan untuk memastikan kurikulum atau silibus pengajian dibuat lebih fleksibel dan organik.
Neutral,Ini menunjukkan (wartawan) akhbar itu sendiri yang menulis sebegitu rupa.
Neutral,"Dua parti terbesar orang Melayu, Umno dan Pas melalui perubahan drastik"
Negative,Ada juga calon bebas yang ‘acah-acah’ masuk bertanding sekadar untuk ‘kacau daun’ dan pecah undi
Positive,Ini adalah pendekatan yang sebaik-baiknya
Positive,"Justeru, kita mengadakan mesyuarat bahagian dan keseluruhannya, ahli jawatankuasa (AJK) menyuarakan pendapat dan meminta saya berganding bersama Budiman menjadi calon PRU-14."
Positive,Ini meletakkan ringgit pada kedudukan yang baik menjelang mesyuarat Jawatankuasa Dasar Monetari Bank Negara Malaysia
Positive,Ditambah dengan dasar-dasar yang dibuat termasuk dasar pembangunan 30 tahun turut menjadi pendorong kepada seluruh kepimpinan negeri memberi sokongan kepada beliau bagi membolehkan ia menjadi realiti
Positive,Program anjuran Barisan Nasional (BN) Kota Belud itu juga membuktikan keprihatinan parti tersebut dalam membantu mengurangkan kos sara hidup dan beban rakyat terutama dalam soal barang keperluan asas
Positive,Kita perlu realistik
Negative,"Sebab sebenar Irwan menyebut mengenai sewa dari penghuni di TRX, walaupun umum mengetahui projek itu projek swasta yang tanahnya telah dijual kepada syarikat swasta dari Indonesia, ialah kerana kerajaan Malaysia telah membeli kembali pegangan di dalam projek ini setelah menjualnya kepada syarikat Indonesia.”"
Positive,"Mereka-mereka mahukan pemimpin dibawah usia 40 tahun bagi bertindak relevan dengan keadaan politik semasa, termasuklah muka baru yang boleh tampil dengan idea yang lebih bernas dan cergas"
Negative,Sindiket cuba menyembunyikan kayu balak itu daripada dikesan pihak berkuasa dengan cara menimbuskan tanah di atasnya
Positive,"Pada saya, isu-isu yang dipolitikkan ini tidak lagi berbangkit dan tidak perlu dipanjangkan kerana perdana menteri sudah memberi penjelasan yang tepat mengenainya"
Neutral,Kes ini melibatkan polis tetapi tindakan dalaman dari pihak kita terhadap pengurusan sekolah telah diambil
Negative,Macam mana mereka boleh terlupa dan terlepas pandang?
Positive,"Kalau projek ini berjalan, peneroka Felda tak payah masuk kebun lagi, harga sawit baru RM500 1 tan, murah."
Positive,berkata tiada sebarang insiden kekerasan dan tidak diingini berlaku yang memerlukan campur tangan Polis Diraja Malaysia (PDRM) yang bertindak mengawal keselamatan di sekitar kawasan penamaan calon.
Positive,Kerajaan terus sediakan yang terbaik untuk rakyat
Positive,Bukan untuk menghalang kami membuat penelitian untuk menjadikan ia sebagai perbahasan nanti. 
Negative,"Perkara ini sensitif, andaian bukan-bukan boleh jejaskan ketenteraman awam dan keselamatan negara"
Neutral,Rakyat Malaysia hendak tanya macam mana rakyat Israel masuk ke Malaysia
Negative,Macam mana pula dia boleh kata seolah kita menafikan soal Bumiputera
Positive,"Sepatutnya bila anda buat kajian, anda patut tahu apa sebenarnya komuniti (LGBT) ini, apa isu mereka, apa sebenarnya perbezaan komuniti LGBT ini"
Neutral,"Saya nak maklumkan, berhubung perkara ini bukan saya gunakan media sosial untuk bangkitkan dan cari jawapan kerana saya secara peribadi ada menghubungi Perdana Menteri, Datuk Seri Najib Tun Razak mengenai hal ini. "
Positive,Kita sudah hantar senarai calon dan iaterpulang kepada pucuk pimpinan untuk buat keputusan
Negative,"Ini negara apa sebenarnya, nyanyi pun salah"
Positive,Jadi sampai masanya perlu ada satu kaedah atau pelan perlindungan keselamatan anggota-anggota penguat kuasa bagi menjamin keselamatan mereka
Positive,Jadi kali ini kita harap kaum India di situ memberi peluang kepada BN untuk memenangi dua kawasan itu supaya kebajikan mereka terjaga
Negative,"Masyarakat rata-ratanya mengeluh mengenai keadaan hidup semasa, disamping harga barang yang tinggi"
Positive,"Mesyuarat tersebut yang akan dianggotai oleh menteri, badan bukan kerajaan (NGO) dan pakar akademik akan membincangkan secara terperinci mengenai struktur majlis berkenaan,"
Neutral,"Bagi anggota baharu pula, urusan pengesahan dalam perkhidmatan juga tidak disokong."
Positive,Sudah balik mahu datang semula ke Malaysia
Positive,"Kalau sudah takdir dia jadi calon, terimalah dan beri sokongan padu kepada pemimpin Umno dan BN"
Positive,Kita berharap semua agensi dan jabatan persekutuan di Sabah juga berbuat demikian ke arah melengkapkan atau menjadikan semua jabatan dan agensi menandatangani IBR
Positive,Kerajaan membentuk program khusus bersama dengan industri di peringkat  R&D
Neutral,"Justeru, Harapan perlu mendapat undi Melayu yang signifikan jumlahnya"
Positive,Setakat ini tak ada seorang pun yang terkorban dalam kejadian keganasan di Malaysia.
Neutral,Adakah motif tersembunyi?
Positive,"Pengembangan dalam ekosistem keselamatan siber memerlukan organisasi bagi membangunkan daya ketahanan siber iaitu keupayaan untuk melawan, bertindak balas dan pulih daripada ancaman keselamatan siber bagi membentuk persekitaran untuk operasi maya yang mapan dan selamat"
Negative,"Melihat kepada calon yang diangkat, Ab Halim antara calon yang sesuai dengan perwatakan dan latar belakang profesional, namun ramai menganggap beliau masih kurang berpengalaman dalam pentadbiran dan politik."
Positive,Karnival ini juga bertujuan meraikan usahawan wanita tempatan selain menyediakan platform kepada mereka untuk mempromosi produk yang dihasilkan kepada pasaran lebih luas.
Positive,"Ini telah pun masuk dalam bidang kuasa siasatan SPRM, tangkapan telah dibuat dan siasatan sedang berlangsung ketika kenyataan akhbar ini diberikan"
Positive,"Ini kerana peranan kami adalah mendengar, 'mengutip' masalah dan diangkat ke peringkat atasan untuk membantu rakyat selain memberi penerangan dan penjelasan dasar dan program kerajaan"
Positive,"Inilah satu formula yang telah bawa kita kepada kejayaan, bukan sahaja PNB tapi kejayaan kita dalam mengagihkan kekayaan dengan lebih adil dan saksama"
Negative,Sudah jelas bahawa Azrin berbohong
Neutral,Pendedahan Mazlan berkaitan pembabitan isteri Perdana Menteri dalam isu kegagalan projek ikan sturgeon mutakhir ini barangkali menjadi antara faktor tangkapan ini dilakukan.
Neutral,Mungkin tidak ramai yang perasan kerana kadang-kadang ia meningkat tiga peratus empat peratus setahu
