label,text
Positive,Ia membuktikan mereka sudah memasakkan iltizam untuk berkerja kuat berhadapan mana-mana pihak lawan
Positive,Apabila sudah berdaftar nanti ia akan memudahkan pengurusan PDK untuk melatih orang kurang upaya (OKU) di dalam komuniti setempat
Neutral,"Di samping itu juga, bagaimana dengan pengagihan telefon bimbit YES tersebut, adakah perlu dihentikan juga"
Neutral,"Kalau mereka adalah anggota parti, sama ada mereka pegang jawatan atau tidak, kami akan serahkan kepada lembaga disiplin"
Positive,"Jangan stres, kalau kita buat cara betul, kalau kita tinggalkan benda tak baik, kita boleh stres"
Positive,Rakyat sekarang tidak bodoh nak kena tipu dengan janji-janji mereka
Neutral,Semua kelulusan perlu melalui jawatankuasa pelaburan pengurusan bagi mendapatkan sokongan sebelum dikemukakan kepada Panel Pelaburan bagi kelulusan akhir
Positive,"Selaku Ketua Koordinator AMK Kelantan, saya beri jaminan kami akan berlapang dada dan menerima apa juga keputusan yang akan diambil pucuk pimpinan berhubung hasrat ini"
Neutral,Nampaknya semua senyap sahaja
Positive,"Ada kajian mendapati, Cameron Highlands kini menyumbang kira-kira RM5 bilion kepada KDNK"
Positive,"jika RM250 itu diberikan dalam bentuk baucar buku, ia meninggalkan implikasi yang baik terutama kepada industri dan penggiat buku"
Negative,"Walaupun wanita memberi sumbangan besar kepada keluarga dan komoditi, wanita mempunyai kurang pemerkasaan ekonomi, kurang pendapatan dan kurang mandiri"
Neutral,Tiada sebab untuk JPPM melewatkan pendaftaran PH.
Positive,"Keseluruhan peruntukan ini bukan untuk sekolah baharu saja, tapi juga untuk membina bangunan baharu, tambah bilik darjah dan sebagainya"
Neutral,Apakah kerja Jasa.
Neutral,Etika kami adalah memastikan maklumat yang diberi adalah tepat dan ini mengambil masa untuk didapati
Positive,Mantra 'Malaysia akan bankrap” dicanangkan selama bertahun-tahun tetapi apa yang berlaku sebenarnya adalah pertumbuhan ekonomi bertambah kukuh
Positive,TN50 sebagai satu hala tuju yang membolehkan kita melonjak ke arah mencapai matlamat ‘Top 20 Nations’ di dunia kelak
Neutral,"Bagi saya, mungkin penulisnya berlebih-lebihan dalam kenyataan ini"
Negative,Kenyataan itu dibuat ekoran muncul klip audio yang tersebar melalui aplikasi WhatsApp yang mempunyai maklumat apa yang didakwa pembaziran melibatkan sepinggan kek hari jadi Datin Seri Rosmah Mansor 
Positive,"Pengembangan dalam ekosistem keselamatan siber memerlukan organisasi bagi membangunkan daya ketahanan siber iaitu keupayaan untuk melawan, bertindak balas dan pulih daripada ancaman keselamatan siber bagi membentuk persekitaran untuk operasi maya yang mapan dan selamat"
Positive,"Kenyataan yang dikeluarkan Timbalan Pengerusi PH Sabah, Stephen Wong bukanlah sebahagian daripada sidang akhbar rasmi dengan Muhyiddin"
Positive,"Bagi pihak kerajaan dan rakyat Malaysia, Saya mengutuk sekeras-kerasnya tindakan  (serangan peluru berpandu oleh puak Houthi Yaman ke atas  bandar-bandar di Arab Saudi)."
Positive,"Lima kali tewas, calon Bebas guna logo pen tak serik"
Positive,Hal ini kerana ada kemungkinan besar penyokong Pas akan mengundi Harapan.
Positive,Kita juga perlu pastikan Dun Jeram dan Bukit Melawati kita kekalkan selain merampas semula Dun Ijok.
Negative,"Melalui medium ini, gabungan LGBT ini mula berhubung dan berkembang"
Neutral,"Sebenarnya, pembayaran dividen KWSP ini meningkat secara beransur-ansur sejak beberapa tahun kebelakangan ini dan bukan hanya pada tahun ini"
Positive,Dia pun tak kacau sama mereka
Positive,Pandan letak kucing pun tak ada masalah mesti menang sebab parlimen ini kerusi kuat PKR.
Neutral,pemilik alamat-alamat tersebut juga tidak mengetahui dan mengenali individu-individu yang dinyatakan itu
Positive,Kita tidak mampu untuk bergerak sendirian kerana kita memerlukan sokongan masyarakat setempat bagi memastikan isu seperti ini dapat ditangani
Negative,Dan bulan itu sebagai pengacau untuk menarik undi Pakatan Harapan.
Negative,Tidak ada maknanya kita bertindak selepas sesuatu kejadian berlaku. 
Positive,"Tetapi nampaknya sehingga kini semuanya masih berjalan seperti biasa, atau business as usual"
Negative,"Ia bukan lagi Umno, ia adalah parti Najib, dia telah merampasnya"
Negative,Dengan pertambahan pendapatan yang begitu besar apa perlunya cukai tambahan seperti GST
Positive,"Justeru, kita perlu bekerjasama dalam satu keluarga dan satu pasukan, Insya-Allah apa yang diharap akan menjadi kenyataan"
Positive,"Mereka mahukan infrastruktur lebih baik supaya boleh tingkatkan produktiviti, bekalan air yang baik dan perkhidmatan pengangkutan"
Positive,"Jadi, adalah lebih baik kita dapatkan maklumat yang betul sebelum kita menentang"
Positive,"Bagaimanapun, dengan ketekunan, proses pelaburan yang mantap dan kompeten serta pengurus yang profesional, KWSP mampu memperoleh pulangan pelaburan yang baik"
Negative,Itu yang terjadi apabila seseorang yang ambil dadah campuran ini yang mana mempunyai dos yang sangat tinggi lalu menyebabkan mereka berkelakuan berbeza daripada orang lain dan di luar jangkaan
Negative,"Tapi berlaku salah faham… bila sebut ketum  sahaja, ingat minum ketum."
Positive,Kerajaan prihatin dengan keadaan mereka. 
Neutral,"Tetapi dalam tempoh tujuh tahun, baru nampak peningkatan itu"
Positive,Ia merupakan satu keghairahan buat diri saya.
Neutral,Dan perkara ini masih lagi di dalam siasatan.
Positive,"Bagi saya, orang tua yang sudah berkuasa lebih 22 tahun sepatutnya masuk pondok, mengaji kitab, zikir banyak-banyak, bertaubat mohon maaf kepada manusia atas kesilapan yang lalu"
Negative,Memang jelas Umno guna retorik semangat perkauman sehingga ke tahap menjejaskan hubungan dengan etnik lain. 
Neutral,Mengapa SPRM tidak menyiasat projek yang tidak diberikan menerusi tender terbuka
Positive,Mana ada negara Islam lebih baik daripada Malaysia dalam kebebasan bersuara rakyatnya
Neutral,"Sesebuah negara yang kita import peralatan perdagangannya, jika mereka mengambil keputusan memboikot minyak kelapa sawit, maka kerajaan kita juga akan menghentikan pembelian dari negara berkenaan"
Negative,Saya mengucapkan terima kasih kepada Faisal di atas analisisnya yang 'superb' mengenai kerugian Mydin
Positive,"Kerajaan bukannya memandai-mandai buat itu ini, sebaliknya yang dilaksanakan adalah bagi penuhi permintaan atau cadangan diterima daripada peringkat bawahan sendiri"
Negative,Saya sangat kecewa. 
Positive,Pelancaran KR1M 2.0 di TMG Temerloh menandakan bahawa usaha untuk mengkaji semula dan melaksanakan penambah baikkan pada konsep KR1M telah berjaya dilaksanakan
Negative,Tiada penguatkuasaan dijalankan untuk memastikan semua syarikat membayar gaji minimum
Negative,"Ini boleh mendorong berlakunya amalan yang salah dalam kalangan masyarakat,"
Positive,segenap jentera parti perlulah dikerahkan untuk turun padang bertemu dengan para pengundi.
Positive,Bandar kita perlu sesuai didiami dan juga lestari
Positive,Saya sentiasa menyatakan bahawa kita rakyat Sabah tahu membalas budi dan memang penyokong kuat Barisan Nasional
Positive,"Pada masa sama, kita perlu mendidik pembeli mengurangkan penggunaan plastik."
Neutral,Apa yang kita peroleh?
Negative,Mat Bashah dah boleh bersedia ‘pack’ barang-barang dia untuk kita Bersatu ambil alih Kedah
Negative,Disebabkan nafsu inilah me­reka bersedia melakukan apa sahaja dan yang jahilnya ialah pemimpin-pemimpin Melayu yang bersedia diperalatkan bagi memenuhi impian orang lain untuk meraih kuasa
Positive,"Tetapi peristiwa pada hari ini (perasmian PGU) dan perasmian PU Sendayan membuktikan semua tuduhan, semua berita palsu, semua anggapan yang negatif adalah sesuatu yang harus ditolak oleh kita dan rakyat keseluruhannya kerana kejayaan kita dilihat sendiri"
Neutral,Hal ini kerana melibatkan perundangan dua negara yang berbeza dan mengambil masa untuk menyelesaikannya
Positive,SPR sepatutnya memudahkan pengundi dan bukannya menyusahkan lagi
Negative,"Kerajaan persekutuan dan negeri tidak harus lupa, Orang Asli, khususnya masyarakat Temiar, berperanan penting dalam peperangan menentang pejuang komunis"
Negative,"Zaman saya dulu sekolah beratapkan daun nipah, lantai tanah, dinding buluh atau kayu dan bangku kayu panjang."
Positive,Bahagian penguatkuasaan sentiasa menjalankan operasi penguatkuasaan dan pemeriksaan ke atas PATI iaitu pemegang E-Kad bagi memastikan mereka ini mempunyai pasport yang masih sah bagi tujuan Rehiring
Negative,Kadangkala mereka mengadu mengenai caj 20 sen.
Positive,Sebaiknya bimbing dan santuni mereka dengan baik
Negative,"Mereka merungut tentang kos sara hidup yang tinggi, GST dan isu-isu harian"
Negative,diingat tak main 'politik kotor'
Positive,Mereka akan menyediakan bantuan kemanusiaan selain menyumbang kepada usaha membina semula Yaman sekiranya diperlukan
Negative,Ringgit jatuh dan dolar Singapura kini 3 kali ganda berbanding ringgit Malaysia
Positive,Kunci utama mengatasi perbezaan kami ialah bahasa.
Positive,"Patriot memuji usaha KWSP yang tampil menafikan beberapa dakwaan yang dibuat Sarawak Report, terutama yang merujuk kepada dana tersebut."
Negative,Sentimennya ialah mereka sangat ingin menukar kerajaan sekarang.
Positive,Kami akan terus mencari keadilan
Positive,"Sepatutnya kalau nak larang pekerja pakai tudung, mereka patut halang juga pelanggan pakai tudung makan di hotel itu"
Neutral,Adalah mencabar untuk memujuk pengundi Melayu beralih daripada BN kepada Pakatan Harapan
Neutral,Sebagai contoh pembayaran minimum dikenakan ketika mendapatkan perkhidmatan di hospital.
Positive,"Bagaimanapun, persiapan kita kali ini luar biasa berbanding sebelum ini."
Positive,Ia bukan dasar yang menjadi kemestian tetapi menunjukkan dasar berkebajikan kita yang prihatin kepada keperluan rakyat khususnya golongan berkenaan
Positive,Saya minta mereka baiki masalah itu sebelum bina apa-apa
Neutral,Saya sering ditanya dengan persepsi sebegini dan ramai dimomokkan. 
Negative,"Anehnya kerajaan ada pula duit untuk membiayai video berita palsu, iklan-iklan akhbar, poster dan propaganda  bagi menjatuhkan kerajaan negeri Pulau Pinang"
Neutral,"Dalam turutan kalendar Lunar masyarakat Cina, tahun ini adalah tahun anjing"
Neutral,Oleh itu para pegawai di agensi dan jabatan di bawah KKLW merupakan barisan hadapan kepada kerajaan
Neutral,"Kami juga tidak ada jangka masa untuk tamatkan proses ini,"
Positive,Menyediakan beg sekolah kepada pelajar bertujuan meringankan beban ibu bapa
Neutral,"Mana-mana pihak, sama ada sekolah kebangsaan atau sekolah Cina"
Positive,"SPR mesti memastikan perbincangan dan arahan yang betul dijalankan oleh kedutaan dan konsulat, kerana tanpa perkara itu pengundi akan berada dalam kekeliruan"
Negative,"Nama MAIPs, polis dan saya dikaitkan dengan kehilangan aktivis Syiah berkenaan"
Negative,"Mungkin ketika Mukhriz terus menafikan tugas saya untuknya dan menafikan manfaat yang diperolehnya daripada nasihat yang saya berikan daripada Cambridge Analytica dan SCL Group bagi Kedah semasa PRU13, adakah beliau juga akan menafikan kemenangan dengan menawan Kedah dan  menjadi Menteri Besar?"
Positive,Kita sedang menjalankan siasatan lanjut mengenai perkara ini
Neutral,"Di Eropah, Amerika Syarikat, Agensi Anti Dadah Antarabangsa dan farmasi minta untuk ubat penagih dadah menggunakan ketum, nak guna herba  untuk mengubat penagih dadah sebab tak mahu lagi guna opium atau bahan kimia."
Positive,"Defendan (Mohd Rafizi) seolah-olah ingin memberi gambaran bahawa LTAT tidak punya dana yang cukup untuk membayar gratuiti pesara-pesara tentera, walhal kenyataan tersebut adalah tidak benar sama sekali"
Negative,"Saya fikir balik memang rasa bersalah, menyesal kerana saya dah mula faham kerana ketika dalam Umno, DAP ini (dijadikan) ‘bogeyman"
Positive,"Sebenarnya saya tidak ada niat lain tapi saya bangkitkan dari segi keluhuran undang-undang sahaja,"
Positive,Lebih baik peneroka bagi makan ikan sahaja
Positive,Harapan saya supaya kerjasama antara Pejabat Pembangunan Negeri dan Pejabat Daerah serta agensi lain dapat memastikan projek yang dilaksanakan itu benar-benar mencapai matlamat dan bantuan sampai kepada golongan sasaran
Negative,SPR (Suruhanjaya Pilihan Raya) pula tiada kuasa mengawal pendapatan dan perbelanjaan parti politik.
Positive,Saya setia bersama rakyat Jasin dan terus berkhidmat selagi diperlukan dalam memastikan keperluan mereka direalisasikan
Neutral,Hari ini seorang paderi (pastor) dari sebuah negeri datang ke pejabat saya
Positive,"Pada saya, isu-isu yang dipolitikkan ini tidak lagi berbangkit dan tidak perlu dipanjangkan kerana perdana menteri sudah memberi penjelasan yang tepat mengenainya"
Negative,Dulu beliau menganggap DAP adalah musuh Melayu.
Neutral,"SPRM pula kata, serah kepada polis"
Positive,"Saya percaya sebarang perbincangan antara 2 pihak ialah langkah yang sihat, kerana ia juga memperakui usaha mufti mendekati masyarakat transgender."
Neutral,Kerajaan kata isu ini diserahkan kepada SPRM
Neutral,Maka semestinya kejadian kebocoran 46.2 juta maklumat peribadi ini telah menimbulkan pelbagai tanda tanya
Positive,"Kadang-kala ada salah faham seolah-olah apabila kita wujudkan undang-undang baharu ini, kita akan menggunakannya demi kepentingan politik semata-mata, itu tidak benar sama sekali"
Neutral,"Cuma kali ini, ia berbentuk pelbagai parti ( multi-party )."
Positive,Terima kasih FELCRA dan kerajaan kerana menetapkan harga rumah yang jauh lebih murah berbanding harga pasaran
Positive,Mereka kata mereka mahukan pendidikan yang baik untuk anak
Neutral,Pengundi juga hendaklah mengembalikan kertas undi pos tersebut kepada pegawai pengurus pilihan raya untuk pengiraan sebelum pukul 5 petang pada hari mengundi
Positive,Saya telah buat yang terbaik untuk penduduk Teluk Intan selepas  kemenangan pada PRK lalu dan saya yakin rakyat akan membuat penilaian mereka pada PRU nanti
Positive,berkata pemerhati asing itu hanya memantau proses pilihan raya dan bukan mengesan adanya penipuan.
Neutral,Ini soalan-soalan yang Farid harus jawab.
Negative,Sukan sering dicalar pelbagai perkara yang bak kata 'kerana nila setitik rosak susu sebelanga'
Positive,Nampaklah penduduk luar bandar semakin maju
Neutral,ROS mesti merujuk perlembagaan
Positive,Setakat ini tak ada seorang pun yang terkorban dalam kejadian keganasan di Malaysia.
Positive,Kami memfailkan semakan kehakiman untuk mendesak JPPM memberi respons berkenaan pendaftaran kami dan kami juga mahu mendesak mereka mendaftarkan PH seperti mana dalam permohonan.
Positive,Kita tidak macam BN dan PH.
Positive,Ini adalah perkara asas yang kami boleh bantu bagi memastikan sekolah menjadi tempat yang selamat
Positive,Rakyat di Permatang Pauh bijak pandai dan mereka tahu siapa sebenarnya yang boleh tadbir di Permatang Pauh
Neutral,SPRM Selangor juga beberapa kali berurusan dengan pejabat Setiausaha Kerajaan Negeri
Positive,Inisiatif yang dibangunkan dengan peruntukan kerajaan sebanyak RM100 juta ini membolehkan penduduk menikmati manfaat 
Neutral,Setiap jenis buli memberikan kesan yang berbeza
Positive,Ini yang saya pelik. Adakah ada campur tangan pihak tertentu? Saya minta pihak berkaitan menyiasat perkara ini
Positive,Orang politik mesti bersedia untuk segala-galanyanya
Negative,Sebaliknya apa yang berlaku adalah gejala tsunami fitnah yang digerakkan oleh gabungan pembangkang.
Neutral,Sesiapa sahaja boleh bertanding
Positive,"Saya memperoleh sumber bagi penulisan itu dengan banyak membaca setiap hari selain merujuk kepada akhbar, blog dan laman Facebook."
Neutral,"Selain Facebook dan seumpamanya, aplikasi paling bahaya yang menyebabkan pergerakan ini bertambah kuat adalah melalui WeChat"
Positive,Penyelidikan dan pembangunan teknologi berkaitan perlu diterokai agar potensinya mampu mengharmonikan interaksi manusia-teknologi
Neutral,Jho Low ada tak dalam kapal itu? 
Positive,Kita telah meminta ROS bukan sekadar memulakan siasatan tetapi dapat mempertingkatkan siasatan dan penuhi aduan-aduan berkenaan
Neutral,"Ia dibuat menerusi undian, kita buka kepada sesiapa yang mohon sebelum ini dan pada hari berkenaan kita akan umumkan nama dan keluarkan surat tawaran segera"
Neutral,"Ramai tidak tahu Dutch Lady yang menjual pelbagai produk susu di sini merupakan syarikat milik koperasi peladang di Belanda, begitu juga beberapa lagi barangan keluaran syarikat antarabangsa dijual di sini"
